#Catalina_Surveys_ID Numerical_ID ra dec V_(mag) Period_(days) Amplitude Number_Obs Var_Type ra_deg dec_deg
CSS_J002243.9-025137 1004003047047 00:22:43.96 -02:51:37.8 18.87 0.5440341 0.82 125 4 5.68316666667 -1.1395
CSS_J002414.1-025012 1004003046279 00:24:14.11 -02:50:12.0 13.9 0.287964 0.55 108 1 6.05879166667 -1.16333333333
CSS_J003412.4-013154 1001004022706 00:34:12.46 -01:31:54.6 17.0 138.045 1.31 184 13 8.55191666667 -0.468166666667
CSS_J003428.3+003818 1101004013292 00:34:28.31 +00:38:18.8 14.54 0.274262 0.51 198 1 8.61795833333 0.638555555556
CSS_J003504.7+010845 1101004023765 00:35:04.78 +01:08:45.7 17.35 170.707 0.94 198 13 8.76991666667 1.14602777778
CSS_J003550.3-003145 1001004039812 00:35:50.32 -00:31:45.6 17.03 0.2786720 0.24 186 1 8.95966666667 0.529333333333
CSS_J003604.4-010814 1001004029543 00:36:04.44 -01:08:14.6 16.43 0.310506 0.56 186 1 9.0185 -0.862611111111
CSS_J003813.6+001611 1101004006002 00:38:13.66 +00:16:11.5 16.69 0.23436 0.35 198 1 9.55691666667 0.269861111111
CSS_J003847.0-010012 1001004031934 00:38:47.05 -01:00:12.8 13.82 0.471738 0.08 186 1 9.69604166667 -0.996444444444
CSS_J004125.6+010859 1101004023852 00:41:25.62 +01:08:59.7 17.35 0.3390062 0.43 198 5 10.35675 1.14991666667
CSS_J004254.5+001758 1101004006530 00:42:54.55 +00:17:58.0 16.82 0.3381746 0.4 198 5 10.7272916667 0.299444444444
CSS_J004314.1+003520 1101004012479 00:43:14.14 +00:35:20.6 14.47 0.256278 0.68 198 1 10.8089166667 0.589055555556
CSS_J004340.9-003413 1001004039070 00:43:40.96 -00:34:13.6 15.89 0.3948270 0.15 186 1 10.9206666667 0.570444444444
CSS_J004746.8-005015 1001005035721 00:47:46.88 -00:50:15.7 13.96 0.6750800 0.64 182 2 11.9453333333 0.837694444444
CSS_J004949.7-011212 1001005029084 00:49:49.72 -01:12:12.2 14.55 0.365948 0.49 182 1 12.4571666667 -0.796611111111
CSS_J005019.2-000241 1001005047329 00:50:19.29 -00:02:41.5 17.75 0.230758 0.59 167 1 12.580375 0.0448611111111
CSS_J005051.0+002341 1101005007749 00:50:51.08 +00:23:41.5 16.9 0.29139 0.35 196 1 12.7128333333 0.394861111111
CSS_J005438.5-010221 1001005031832 00:54:38.54 -01:02:21.7 15.33 0.270298 0.23 182 1 13.6605833333 -0.960638888889
CSS_J005711.0-010735 1001006030754 00:57:11.04 -01:07:35.4 14.99 0.344993 0.29 198 1 14.296 -0.8735
CSS_J005712.3-000559 1001006051468 00:57:12.36 -00:05:59.2 17.97 0.3848825 0.48 197 5 14.3015 0.0997777777778
CSS_J005714.8+003428 1101006011387 00:57:14.89 +00:34:28.5 14.47 0.341308 0.14 203 1 14.3120416667 0.574583333333
CSS_J005718.6-025833 1004006048075 00:57:18.62 -02:58:33.8 18.8 0.557323 0.87 195 4 14.3275833333 -1.02394444444
CSS_J005750.0-025808 1004006047935 00:57:50.08 -02:58:08.9 13.61 0.269316 0.27 198 1 14.4586666667 -1.03086111111
CSS_J005753.9-004635 1001006038035 00:57:53.91 -00:46:35.1 12.11 0.4283 0.33 199 1 14.474625 0.776416666667
CSS_J005828.0-004502 1001006037863 00:58:28.00 -00:45:02.1 17.41 0.3333022 0.36 198 5 14.6166666667 0.750583333333
CSS_J005902.4+001357 1101006004876 00:59:02.42 +00:13:57.5 15.85 0.297428 0.48 203 1 14.7600833333 0.232638888889
CSS_J010045.1-010212 1001006032764 01:00:45.11 -01:02:12.0 16.33 0.5013599 0.53 236 4 15.1879583333 -0.963333333333
CSS_J010133.3-004753 1001006037001 01:01:33.38 -00:47:53.6 16.21 0.261486 0.71 198 1 15.3890833333 0.798222222222
CSS_J010229.0-000334 1001006051153 01:02:29.07 -00:03:34.3 15.7 0.6354628 0.46 233 4 15.621125 0.0595277777778
CSS_J010354.3-014217 1001006019747 01:03:54.39 -01:42:17.1 17.31 0.4003110 0.25 198 5 15.976625 -0.29525
CSS_J010425.2-003041 1001006042853 01:04:25.20 -00:30:41.6 13.52 0.321364 0.55 198 1 16.105 0.511555555556
CSS_J010453.4-000200 1001006050189 01:04:53.41 -00:02:00.6 14.0 0.356037 0.38 167 1 16.2225416667 0.0335
CSS_J010907.9+004941 1101007015699 01:09:07.97 +00:49:41.7 14.37 0.476096 0.08 197 1 17.2832083333 0.82825
CSS_J011048.4-001245 1001007045398 01:10:48.45 -00:12:45.0 17.37 0.279476 0.37 200 1 17.701875 0.2125
CSS_J011136.0-004400 1001007036222 01:11:36.02 -00:44:00.2 15.86 3.4329 0.46 202 2 17.9000833333 0.733388888889
CSS_J011312.1-004238 1001007036711 01:13:12.19 -00:42:38.8 15.47 0.31454 0.2 202 1 18.3007916667 0.710777777778
CSS_J011313.6+004957 1101007015822 01:13:13.64 +00:49:57.7 13.83 0.312558 0.32 197 1 18.3068333333 0.832694444444
CSS_J011351.6+011357 1101007023338 01:13:51.67 +01:13:57.1 14.88 0.35351 0.34 197 1 18.4652916667 1.23252777778
CSS_J011435.4-001757 1001007044030 01:14:35.44 -00:17:57.9 14.48 0.2384469 0.09 202 8 18.6476666667 0.299416666667
CSS_J011446.6+002045 1101007006875 01:14:46.61 +00:20:45.5 15.72 0.3364022 0.42 197 5 18.6942083333 0.345972222222
CSS_J011818.5-005643 1001007032234 01:18:18.50 -00:56:43.6 15.74 0.5544320 0.45 197 2 19.5770833333 0.945444444444
CSS_J011904.3+003121 1101008010469 01:19:04.30 +00:31:21.8 15.74 0.392658 0.15 198 1 19.7679166667 0.522722222222
CSS_J011908.9+001940 1101008006680 01:19:08.97 +00:19:40.6 15.83 0.298372 0.32 198 1 19.787375 0.327944444444
CSS_J012025.4+001625 1101008005810 01:20:25.47 +00:16:25.1 13.52 0.372246 0.49 202 1 20.106125 0.273638888889
CSS_J012119.1-001950 1001008044952 01:21:19.11 -00:19:50.7 15.69 0.207282 0.64 213 1 20.329625 0.33075
CSS_J012126.2+002831 1101008009597 01:21:26.25 +00:28:31.1 14.82 0.316394 0.22 202 1 20.359375 0.475305555556
CSS_J012419.6+011505 1101008024427 01:24:19.64 +01:15:05.8 16.77 0.351758 0.26 202 1 21.0818333333 1.25161111111
CSS_J012625.3-012244 1001008025332 01:26:25.35 -01:22:44.0 15.12 0.352152 0.32 213 1 21.605625 -0.621111111111
CSS_J012632.1-000515 1001008047535 01:26:32.12 -00:05:15.3 16.99 0.28289 0.25 209 1 21.6338333333 0.0875833333333
CSS_J012632.3+002059 1101008007123 01:26:32.34 +00:20:59.0 15.06 1.73709 0.22 202 2 21.63475 0.349722222222
CSS_J012713.4-002500 1001008043180 01:27:13.46 -00:25:00.1 17.52 0.280726 0.37 212 1 21.8060833333 0.416694444444
CSS_J012714.3+004403 1101008014361 01:27:14.37 +00:44:03.7 17.44 0.3786856 0.34 202 5 21.809875 0.734361111111
CSS_J012856.8-003718 1001008039253 01:28:56.87 -00:37:18.5 17.11 0.260326 0.18 212 1 22.2369583333 0.621805555556
CSS_J012927.4-005131 1001008035096 01:29:27.42 -00:51:31.6 13.15 0.8466869 0.23 213 1 22.36425 0.858777777778
CSS_J013101.1-025442 1004009051248 01:31:01.16 -02:54:42.6 15.64 0.89048 0.16 193 2 22.7548333333 -1.08816666667
CSS_J013130.1-013214 1001009023440 01:31:30.13 -01:32:14.7 14.96 0.24027 0.37 202 1 22.8755416667 -0.462583333333
CSS_J013200.1+002926 1101009009230 01:32:00.19 +00:29:26.7 15.24 0.31118 0.28 202 1 23.0007916667 0.49075
CSS_J013415.8-010040 1001009032804 01:34:15.87 -01:00:40.5 16.29 0.246818 0.55 204 1 23.566125 -0.98875
CSS_J013709.4+001208 1101009003828 01:37:09.41 +00:12:08.9 17.57 0.641685 0.28 202 4 24.2892083333 0.202472222222
CSS_J013814.6-003620 1001009040624 01:38:14.67 -00:36:20.7 14.63 0.449778 0.15 204 1 24.561125 0.60575
CSS_J013832.5-000344 1001009050644 01:38:32.50 -00:03:44.6 13.48 168.833 1.14 189 13 24.6354166667 0.0623888888889
CSS_J014152.3-005327 1001010039266 01:41:52.35 -00:53:27.8 15.34 0.2694537 0.32 208 5 25.468125 0.891055555556
CSS_J014230.3+004527 1101010014637 01:42:30.38 +00:45:27.9 16.49 0.291046 0.35 210 1 25.6265833333 0.75775
CSS_J014305.2+000200 1101010001294 01:43:05.26 +00:02:00.4 15.52 0.291785 0.46 188 1 25.7719166667 0.0334444444444
CSS_J014305.3+010549 1101010021310 01:43:05.32 +01:05:49.5 17.04 0.35372 0.58 212 6 25.7721666667 1.09708333333
CSS_J014340.8+003028 1101010009903 01:43:40.83 +00:30:28.4 17.02 0.34018 0.36 212 5 25.920125 0.507888888889
CSS_J014349.4-003003 1001010046964 01:43:49.48 -00:30:03.3 16.18 0.24752 0.45 212 1 25.9561666667 0.500916666667
CSS_J014458.1-013526 1001010024960 01:44:58.19 -01:35:26.5 16.38 0.286724 0.53 212 1 26.2424583333 -0.409305555556
CSS_J014538.9-011826 1001010030690 01:45:38.98 -01:18:26.5 17.15 0.333582 0.45 212 5 26.4124166667 -0.692638888889
CSS_J014605.4-014448 1001010021730 01:46:05.49 -01:44:48.6 17.79 0.521224 0.3 212 1 26.522875 -0.253166666667
CSS_J014730.2-010234 1001010036427 01:47:30.29 -01:02:34.2 14.2 177.98711 0.91 212 13 26.8762083333 -0.957166666667
CSS_J014929.7+000918 1101010003368 01:49:29.74 +00:09:18.6 16.92 0.6827919 0.18 256 4 27.3739166667 0.155166666667
CSS_J015058.1-005051 1001010040054 01:50:58.12 -00:50:51.0 17.82 0.3631965 0.53 211 6 27.7421666667 0.8475
CSS_J015058.7+003023 1101010010030 01:50:58.72 +00:30:23.0 14.59 0.258322 0.22 212 1 27.7446666667 0.506388888889
CSS_J015128.4+011457 1101010024427 01:51:28.47 +01:14:57.3 17.13 0.4997910 1.09 255 4 27.868625 1.24925
CSS_J015136.0-013646 1001010024734 01:51:36.03 -01:36:46.0 13.95 142.38970 0.56 212 10 27.900125 -0.387222222222
CSS_J015225.1-001712 1001010051194 01:52:25.14 -00:17:12.3 15.42 0.797843 0.44 131 4 28.10475 0.28675
CSS_J015257.2-001458 1001011055479 01:52:57.24 -00:14:58.6 16.06 0.303912 0.4 208 1 28.2385 0.249611111111
CSS_J015353.0-013616 1001011026250 01:53:53.08 -01:36:16.6 14.75 0.283222 0.31 214 1 28.4711666667 -0.395388888889
CSS_J015403.5-011806 1001011033034 01:54:03.52 -01:18:06.3 14.02 0.442856 0.29 215 1 28.5146666667 -0.69825
CSS_J015417.8-011740 1001011033131 01:54:17.83 -01:17:40.1 14.59 0.303036 0.48 215 1 28.5742916667 -0.705527777778
CSS_J015611.4-000421 1001011059416 01:56:11.41 -00:04:21.5 14.6 0.8466400 0.46 207 2 29.0475416667 0.0726388888889
CSS_J015638.8+002211 1101011007818 01:56:38.80 +00:22:11.7 17.89 0.244872 0.54 211 1 29.1616666667 0.369916666667
CSS_J015838.1-011725 1001011033151 01:58:38.17 -01:17:25.5 17.66 0.84633 0.69 215 2 29.6590416667 -0.709583333333
CSS_J015853.6-013432 1001011026679 01:58:53.65 -01:34:32.3 16.73 0.23616 0.43 215 1 29.7235416667 -0.424361111111
CSS_J015920.4-011040 1001011035993 01:59:20.40 -01:10:40.1 13.1 0.310116 0.3 215 5 29.835 -0.822194444444
CSS_J015937.9+011322 1101011026100 01:59:37.96 +01:13:22.7 17.02 0.2843384 0.39 211 5 29.9081666667 1.22297222222
CSS_J015949.4+000317 1101011001466 01:59:49.45 +00:03:17.1 15.7 0.252788 0.15 204 1 29.9560416667 0.05475
CSS_J020003.9+004227 1101011015015 02:00:03.91 +00:42:27.4 17.62 0.247318 0.22 211 1 30.0162916667 0.707611111111
CSS_J020254.9-010559 1001011037523 02:02:54.92 -01:05:59.3 14.59 0.266273 0.21 215 5 30.7288333333 -0.900194444444
CSS_J020314.8+011221 1101011025752 02:03:14.85 +01:12:21.0 16.78 0.3512597 0.41 211 5 30.811875 1.20583333333
CSS_J020432.6-012118 1001012030973 02:04:32.66 -01:21:18.1 12.76 0.573482 0.29 216 1 31.1360833333 -0.644972222222
CSS_J020448.4+011051 1101012024247 02:04:48.42 +01:10:51.8 15.63 0.318886 0.09 218 1 31.20175 1.18105555556
CSS_J020508.3+003429 1101012011905 02:05:08.35 +00:34:29.5 14.35 1.05883 0.2 218 1 31.2847916667 0.574861111111
CSS_J020549.6+010856 1101012023525 02:05:49.69 +01:08:56.5 16.02 0.5766300 0.6 218 2 31.4570416667 1.14902777778
CSS_J020943.4-010841 1001012035107 02:09:43.45 -01:08:41.1 17.29 0.6499890 0.23 252 4 32.4310416667 -0.85525
CSS_J021306.1-002412 1001012051268 02:13:06.13 -00:24:12.0 14.47 0.334276 0.11 216 1 33.2755416667 0.403333333333
CSS_J021435.7+000628 1101012002479 02:14:35.77 +00:06:28.5 17.18 0.8108140 0.29 218 2 33.6490416667 0.107916666667
CSS_J021645.3-004316 1001013044468 02:16:45.35 -00:43:16.9 14.01 0.305181 0.22 202 1 34.1889583333 0.721361111111
CSS_J021717.1-010247 1001013037900 02:17:17.15 -01:02:47.8 14.42 0.741128 0.39 202 1 34.3214583333 -0.953388888889
CSS_J021743.9-013140 1001013028121 02:17:43.93 -01:31:40.0 17.84 0.34521 0.4 202 5 34.4330416667 -0.472222222222
CSS_J021805.9-014737 1001013022529 02:18:05.95 -01:47:37.9 17.93 0.3253750 0.39 202 5 34.5247916667 -0.206138888889
CSS_J021907.5-000333 1001013056406 02:19:07.56 -00:03:33.9 18.02 0.3396804 0.51 190 5 34.7815 0.0594166666667
CSS_J021930.8-014451 1001013023705 02:19:30.88 -01:44:51.0 14.63 0.353154 0.45 202 1 34.8786666667 -0.2525
CSS_J022057.9+003133 1101013011006 02:20:57.93 +00:31:33.6 13.78 2.87591 0.23 218 8 35.241375 0.526
CSS_J022120.9-005442 1001013040438 02:21:20.90 -00:54:42.9 14.77 0.8243792 0.54 202 2 35.3370833333 0.911916666667
CSS_J022214.4-014029 1001013025100 02:22:14.44 -01:40:29.5 17.49 0.6227786 0.36 202 4 35.5601666667 -0.325138888889
CSS_J022239.4-012504 1001013030359 02:22:39.42 -01:25:04.9 16.69 1.2930 0.71 202 10 35.66425 -0.581972222222
CSS_J022414.5-013819 1001013025984 02:24:14.59 -01:38:19.5 14.37 0.423633 0.39 202 1 36.0607916667 -0.36125
CSS_J022554.9-004008 1001013045637 02:25:54.97 -00:40:08.5 13.24 0.340991 0.15 196 1 36.4790416667 0.669027777778
CSS_J022904.9+011102 1101014023708 02:29:04.94 +01:11:02.4 14.43 0.215004 0.11 212 1 37.2705833333 1.184
CSS_J023054.8-001523 1001014052694 02:30:54.86 -00:15:23.6 15.85 0.231608 0.6 206 1 37.7285833333 0.256555555556
CSS_J023059.5-011837 1001014030814 02:30:59.55 -01:18:37.6 16.18 0.288034 0.48 206 5 37.748125 -0.689555555556
CSS_J023304.4-005250 1001014039906 02:33:04.43 -00:52:50.3 14.93 0.241116 0.56 206 1 38.2684583333 0.880638888889
CSS_J023317.7-002323 1001014050038 02:33:17.76 -00:23:23.2 18.11 0.378721 0.23 206 1 38.324 0.389777777778
CSS_J023424.1-004308 1001014043485 02:34:24.11 -00:43:08.5 15.55 0.334152 0.35 206 1 38.6004583333 0.719027777778
CSS_J023534.1-013912 1001014024014 02:35:34.11 -01:39:12.5 13.64 0.262864 0.42 206 5 38.892125 -0.346527777778
CSS_J023537.7-000352 1001014055307 02:35:37.74 -00:03:52.2 16.84 0.294598 0.74 197 1 38.90725 0.0645
CSS_J023538.5+001045 1101014003891 02:35:38.58 +00:10:45.5 14.81 0.5899889 0.05 213 1 38.91075 0.179305555556
CSS_J023810.7+005743 1101015018333 02:38:10.70 +00:57:43.1 18.96 0.314222 0.46 226 1 39.5445833333 0.961972222222
CSS_J024108.3-004901 1001015041024 02:41:08.32 -00:49:01.8 14.96 0.244048 0.67 205 1 40.2846666667 0.817166666667
CSS_J024109.5+004813 1101015015323 02:41:09.54 +00:48:13.7 18.41 0.276447 0.61 230 1 40.28975 0.803805555556
CSS_J024202.2+003953 1101015012718 02:42:02.20 +00:39:53.7 16.96 0.3610212 0.32 230 5 40.5091666667 0.664916666667
CSS_J024227.0+011332 1101015023738 02:42:27.09 +01:13:32.2 15.03 0.4050529 0.4 230 5 40.612875 1.22561111111
CSS_J024252.5+010322 1101015020299 02:42:52.53 +01:03:22.6 15.7 0.2319700 0.12 230 14 40.718875 1.05627777778
CSS_J024327.3-024416 1001015005289 02:43:27.33 -02:44:16.4 14.68 0.366148 0.28 204 1 40.863875 -1.26211111111
CSS_J024337.4-015239 1001015018584 02:43:37.41 -01:52:39.9 16.74 0.301703 0.34 205 5 40.905875 -0.12225
CSS_J024350.2+002449 1101015007944 02:43:50.20 +00:24:49.1 15.23 0.264048 0.31 230 1 40.9591666667 0.413638888889
CSS_J024358.4+001759 1101015005924 02:43:58.48 +00:17:59.6 15.79 0.376092 0.29 230 1 40.9936666667 0.299888888889
CSS_J024408.0+000324 1101015001511 02:44:08.06 +00:03:24.7 16.57 0.281994 0.32 221 1 41.0335833333 0.0568611111111
CSS_J024432.0-001320 1001015053004 02:44:32.05 -00:13:20.1 17.54 0.260936 0.73 205 1 41.1335416667 0.22225
CSS_J024616.7+004654 1101015015000 02:46:16.79 +00:46:54.3 16.45 0.263936 0.2 230 1 41.5699583333 0.78175
CSS_J024645.3+000932 1101015003509 02:46:45.39 +00:09:32.3 13.33 3.43923 0.14 230 8 41.689125 0.158972222222
CSS_J024721.8-011437 1001015032026 02:47:21.89 -01:14:37.1 17.98 0.293584 0.22 204 1 41.8412083333 -0.756361111111
CSS_J024745.2+003607 1101015011417 02:47:45.25 +00:36:07.7 17.73 0.2877281 0.47 230 5 41.9385416667 0.602138888889
CSS_J025054.7+001014 1101016003579 02:50:54.71 +00:10:14.6 15.45 0.789466 0.3 232 2 42.7279583333 0.170722222222
CSS_J025250.7-012951 1001016026641 02:52:50.70 -01:29:51.9 16.85 0.26065 0.25 208 1 43.21125 -0.50225
CSS_J025310.6+001921 1101016006327 02:53:10.65 +00:19:21.4 14.81 0.418222 0.26 232 1 43.294375 0.322611111111
CSS_J025402.8-002512 1001016047285 02:54:02.81 -00:25:12.7 13.79 0.3373675 0.37 208 5 43.5117083333 0.420194444444
CSS_J025403.7+005855 1101016018399 02:54:03.74 +00:58:55.0 17.39 2.1744226 0.26 232 16 43.5155833333 0.981944444444
CSS_J025414.6+002004 1101016006642 02:54:14.69 +00:20:04.6 14.95 \\nodata 0.17 232 17 43.5612083333 0.334611111111
CSS_J025426.9-003400 1001016044550 02:54:26.93 -00:34:00.8 16.59 0.5682180 0.43 208 2 43.6122083333 0.566888888889
CSS_J025431.2-010138 1001016035757 02:54:31.29 -01:01:38.9 16.9 0.3997574 0.65 208 2 43.630375 -0.972527777778
CSS_J025721.1-001315 1001016050724 02:57:21.11 -00:13:15.1 16.77 0.3094308 0.3 208 5 44.3379583333 0.220861111111
CSS_J025917.1-005917 1001016036508 02:59:17.11 -00:59:17.5 16.42 0.47773 0.6 208 1 44.8212916667 0.988194444444
CSS_J025924.1-005917 1001016036725 02:59:24.11 -00:59:17.1 14.94 0.45907 0.27 208 1 44.8504583333 0.988083333333
CSS_J030002.0+010340 1101017021283 03:00:02.05 +01:03:40.7 15.4 0.385853 0.38 240 1 45.0085416667 1.06130555556
CSS_J030217.5-012804 1001017025552 03:02:17.58 -01:28:04.5 14.07 0.280636 0.55 224 1 45.57325 -0.532083333333
CSS_J030303.5-024613 1001017001387 03:03:03.59 -02:46:13.7 16.65 0.277584 0.48 208 3 45.7649583333 -1.22952777778
CSS_J030304.2+003029 1101017009930 03:03:04.24 +00:30:29.8 17.91 0.6418724 0.34 296 4 45.7676666667 0.508277777778
CSS_J030304.4+004809 1101017015746 03:03:04.45 +00:48:09.4 17.02 0.441208 0.15 244 1 45.7685416667 0.802611111111
CSS_J030313.0+005419 1101017018037 03:03:13.04 +00:54:19.8 14.48 224.05605 2.24 244 13 45.8043333333 0.9055
CSS_J030327.0-003735 1001017041988 03:03:27.06 -00:37:35.5 14.57 0.427902 0.32 224 1 45.86275 0.626527777778
CSS_J030402.1+004551 1101017015057 03:04:02.14 +00:45:51.3 15.44 2.58549 0.11 244 1 46.0089166667 0.76425
CSS_J030408.1+011538 1101017025735 03:04:08.17 +01:15:38.3 13.3 0.240458 0.35 244 1 46.0340416667 1.26063888889
CSS_J030413.7-011314 1001017030283 03:04:13.76 -01:13:14.1 17.1 0.3661409 0.5 224 5 46.0573333333 -0.779416666667
CSS_J030504.0+000448 1101017002177 03:05:04.04 +00:04:48.6 13.82 0.338456 0.38 239 1 46.2668333333 0.0801666666667
CSS_J030515.3-004155 1001017040690 03:05:15.33 -00:41:55.4 14.19 0.303754 0.4 224 1 46.313875 0.698722222222
CSS_J030714.7-015151 1001017017788 03:07:14.74 -01:51:51.9 14.64 0.317834 0.09 223 1 46.8114166667 -0.135583333333
CSS_J030717.8-013535 1001017023229 03:07:17.84 -01:35:35.7 12.76 0.377636 0.22 224 1 46.8243333333 -0.40675
CSS_J030753.5+005013 1101017016375 03:07:53.50 +00:50:13.3 18.94 0.353528 0.77 236 2 46.9729166667 0.837027777778
CSS_J030948.6-025300 1004017050771 03:09:48.62 -02:53:00.6 16.81 0.255527 0.28 198 5 47.4525833333 -1.1165
CSS_J031021.1+001454 1101017005015 03:10:21.17 +00:14:54.4 18.16 0.266842 0.4 242 1 47.5882083333 0.248444444444
CSS_J031022.7+005515 1101017018312 03:10:22.75 +00:55:15.1 14.36 0.287428 0.31 244 1 47.5947916667 0.920861111111
CSS_J031036.7-024553 1001017001376 03:10:36.71 -02:45:53.8 18.04 0.371052 0.4 211 1 47.6529583333 -1.23505555556
CSS_J031141.2-004348 1001018042499 03:11:41.24 -00:43:48.3 12.46 0.361938 0.45 211 1 47.9218333333 0.730083333333
CSS_J031240.9+002919 1101018009921 03:12:40.96 +00:29:19.3 16.05 0.266463 0.77 240 1 48.1706666667 0.488694444444
CSS_J031311.5+004153 1101018014017 03:13:11.53 +00:41:53.0 16.15 0.315122 0.57 240 1 48.2980416667 0.698055555556
CSS_J031333.0+004255 1101018014152 03:13:33.09 +00:42:55.1 18.1 0.4763703 0.44 297 4 48.387875 0.715305555556
CSS_J031335.7-002032 1001018050401 03:13:35.77 -00:20:32.2 12.7 1.1453568 0.25 214 8 48.3990416667 0.342277777778
CSS_J031448.8-001834 1001018050590 03:14:48.80 -00:18:34.2 14.05 0.389181 0.25 214 1 48.7033333333 0.3095
CSS_J031521.0+003157 1101018010907 03:15:21.09 +00:31:57.4 13.79 0.369142 0.52 240 1 48.837875 0.532611111111
CSS_J031618.4-001948 1001018050049 03:16:18.40 -00:19:48.9 16.1 0.309082 0.36 214 1 49.0766666667 0.33025
CSS_J031703.4-011023 1001018032921 03:17:03.46 -01:10:23.8 14.84 0.277928 0.34 214 1 49.2644166667 -0.826722222222
CSS_J031752.8+005523 1101018018278 03:17:52.84 +00:55:23.4 16.21 0.27838 0.46 240 1 49.4701666667 0.923166666667
CSS_J031817.5-013536 1001018024623 03:18:17.59 -01:35:36.3 14.36 0.368656 0.19 214 1 49.5732916667 -0.406583333333
CSS_J032029.5+000024 1101018000648 03:20:29.54 +00:00:24.0 15.03 0.454956 0.37 138 1 50.1230833333 0.00666666666667
CSS_J032113.0+004427 1101018014650 03:21:13.07 +00:44:27.1 17.44 0.279536 0.32 240 1 50.3044583333 0.740861111111
CSS_J032134.4-014407 1001018021551 03:21:34.48 -01:44:07.7 15.19 0.34906 0.19 214 1 50.3936666667 -0.264527777778
CSS_J032154.5-003937 1001018044133 03:21:54.52 -00:39:37.6 15.56 2.89725 0.77 214 2 50.4771666667 0.660444444444
CSS_J032318.2+000938 1101019003766 03:23:18.28 +00:09:38.9 14.09 0.367933 0.24 262 1 50.8261666667 0.160805555556
CSS_J032325.8+010634 1101019022829 03:23:25.86 +01:06:34.8 15.72 0.329704 0.65 262 2 50.85775 1.10966666667
CSS_J032329.1-003449 1001019046111 03:23:29.17 -00:34:49.3 15.66 1.7183636 0.15 225 1 50.8715416667 0.580361111111
CSS_J032357.6-013800 1001019024873 03:23:57.65 -01:38:00.7 19.04 0.236322 0.61 225 1 50.9902083333 -0.366472222222
CSS_J032432.6-011203 1001019033813 03:24:32.68 -01:12:03.3 15.29 1.39754 0.11 229 8 51.1361666667 -0.799083333333
CSS_J032441.5+010839 1101019023676 03:24:41.50 +01:08:39.2 14.55 0.426126 0.26 262 5 51.1729166667 1.14422222222
CSS_J032624.5+004028 1101019014132 03:26:24.57 +00:40:28.7 15.48 0.440215 0.31 262 1 51.602375 0.674638888889
CSS_J032645.2+004931 1101019016899 03:26:45.26 +00:49:31.4 17.01 0.705836 0.09 262 1 51.6885833333 0.825388888889
CSS_J032717.2+005516 1101019019191 03:27:17.25 +00:55:16.4 12.93 0.274864 0.18 262 6 51.821875 0.921222222222
CSS_J032723.6-010935 1001019034711 03:27:23.67 -01:09:35.1 13.74 4.52643 0.08 229 2 51.848625 -0.84025
CSS_J032747.2+004415 1101019015092 03:27:47.29 +00:44:15.4 15.66 0.301903 0.38 262 1 51.9470416667 0.737611111111
CSS_J032805.9+005544 1101019019247 03:28:05.94 +00:55:44.8 14.69 0.279789 0.67 262 1 52.02475 0.929111111111
CSS_J032821.3-025326 1004019055348 03:28:21.30 -02:53:26.3 17.71 0.4138846 0.29 207 5 52.08875 -1.10936111111
CSS_J032852.1+001811 1101019006236 03:28:52.19 +00:18:11.2 16.7 0.613747 0.6 262 1 52.2174583333 0.303111111111
CSS_J032902.4-005324 1001019039700 03:29:02.46 -00:53:24.6 17.29 0.258844 0.35 229 1 52.26025 0.890166666667
CSS_J032935.4-014911 1001019021539 03:29:35.47 -01:49:11.8 12.6 0.345872 0.3 228 1 52.3977916667 -0.180055555556
CSS_J032952.7-024425 1001019002212 03:29:52.74 -02:44:25.5 15.38 0.33687 0.2 229 1 52.46975 -1.25958333333
CSS_J032954.4+002321 1101019007962 03:29:54.44 +00:23:21.0 17.06 0.4303077 0.21 262 1 52.4768333333 0.389166666667
CSS_J033100.7-015355 1001019019595 03:31:00.75 -01:53:55.5 13.93 0.385158 0.15 229 1 52.753125 -0.10125
CSS_J033116.8+004944 1101019017048 03:31:16.89 +00:49:44.4 15.58 0.8052781 0.27 261 1 52.820375 0.829
CSS_J033117.7+004210 1101019014426 03:31:17.75 +00:42:10.1 14.88 0.7093968 0.83 261 2 52.8239583333 0.702805555556
CSS_J033204.0+004850 1101019016742 03:32:04.06 +00:48:50.7 16.17 0.367527 0.14 262 1 53.0169166667 0.814083333333
CSS_J033246.1+003307 1101019011333 03:32:46.13 +00:33:07.3 17.08 0.89978 0.26 262 2 53.1922083333 0.552027777778
CSS_J033348.1-011837 1001020030740 03:33:48.17 -01:18:37.4 13.84 0.310134 0.1 216 1 53.4507083333 -0.689611111111
CSS_J033432.3+000136 1101020001169 03:34:32.39 +00:01:36.7 15.09 2.78596 0.16 211 1 53.6349583333 0.0268611111111
CSS_J033441.5+010506 1101020022952 03:34:41.54 +01:05:06.0 14.29 0.282676 0.29 259 1 53.6730833333 1.085
CSS_J033502.8+011522 1101020026296 03:35:02.85 +01:15:22.0 15.5 0.32081 0.34 259 1 53.761875 1.25611111111
CSS_J033513.5+010405 1101020022503 03:35:13.50 +01:04:05.2 15.78 0.4972232 1.12 311 4 53.80625 1.06811111111
CSS_J033525.4-013746 1001020024090 03:35:25.42 -01:37:46.8 17.59 0.247336 0.17 221 1 53.8559166667 -0.370333333333
